hr,arr
63,false
62,false
63,false
62,false
62,false
63,true
62,false
63,false
61,false
62,false
61,false
61,false
62,false
61,false
60,false
61,false
59,false
60,false
60,false
57,false
59,false
64,false
61,false
60,false
61,false
59,false
63,false
61,false
60,false
60,false
57,false
62,false
61,false
59,false
62,false
60,false
62,false
58,false
58,false
61,false
63,false
61,false
59,false
59,false
59,false
60,false
59,false
60,false
62,false
59,false
63,false
58,false
59,false
58,false
56,false
58,false
64,false
57,false
59,false
59,false
58,false
59,false
57,false
58,true
61,false
57,false
60,false
58,false
58,false
57,false
57,false
59,false
62,false
60,false
57,false
62,false
57,false
59,false
56,false
57,false
59,false
56,false
56,false
57,false
58,false
59,false
56,false
58,false
58,false
61,false
63,false
58,false
56,false
56,false
56,false
59,false
60,false
58,false
58,false
60,false
56,false
59,false
62,false
60,false
60,false
58,true
58,false
58,false
59,false
56,false
59,false
60,false
57,false
59,false
59,true
60,false
59,false
58,false
59,false
58,false
58,false
56,false
58,false
61,false
57,false
58,false
60,false
57,false
59,false
55,false
58,false
58,false
59,false
58,false
55,false
59,false
58,false
57,false
58,true
58,false
60,false
60,false
54,false
57,false
60,false
58,false
58,false
57,false
59,false
57,false
59,false
56,false
60,false
58,false
58,false
57,false
60,false
58,false
58,false
57,false
57,false
56,false
58,false
57,false
58,false
62,false
55,false
57,false
57,false
57,false
58,false
58,false
57,false
60,false
56,false
53,false
59,false
56,false
57,false
56,false
58,false
58,false
61,false
56,false
58,false
57,false
57,false
58,false
58,false
57,false
57,false
57,false
55,false
55,false
57,false
57,false
56,false
58,false
57,false
58,false
58,false
56,false
57,false
57,false
57,false
59,false
60,false
55,false
57,false
57,false
56,false
57,false
56,false
57,false
57,false
56,false
56,false
57,false
57,false
57,false
57,false
57,false
57,false
57,false
57,false
58,false
57,false
57,false
56,false
57,false
57,false
56,false
57,false
56,false
56,false
56,false
56,false
56,false
57,false
56,false
57,false
55,false
57,false
55,false
56,false
56,false
56,false
55,false
56,false
57,false
56,false
57,false
56,false
56,false
56,false
55,false
56,false
57,false
55,false
56,false
55,false
55,false
55,false
56,false
56,false
55,false
55,false
56,false
58,false
55,false
55,false
55,false
55,false
57,false
55,false
54,false
55,false
56,false
56,false
55,false
56,false
57,false
56,false
55,false
55,false
56,false
56,false
55,false
55,false
56,false
57,false
54,false
56,false
54,false
55,false
55,false
55,false
56,false
55,false
55,false
56,false
56,false
54,false
55,false
54,false
54,false
55,false
55,false
55,false
56,false
55,false
55,false
55,false
55,false
55,false
56,false
55,false
55,false
54,false
54,false
54,false
54,false
55,false
54,false
55,false
55,false
53,false
54,false
55,false
54,false
54,false
55,false
57,true
52,false
51,false
53,false
54,false
52,false
52,false
48,false
49,false
50,false
51,false
49,false
47,false
55,false
59,false
58,false
49,false
53,false
58,false
57,false
53,false
52,false
53,false
54,false
50,false
54,false
56,false
57,false
51,false
48,false
50,false
59,false
63,true
52,false
52,false
48,false
50,false
49,false
48,false
49,false
51,false
56,false
52,false
51,false
51,false
47,false
56,false
54,false
57,false
50,false
46,false
49,false
51,false
49,false
57,false
61,false
73,false
68,false
69,false
69,false
65,false
66,false
61,false
62,false
66,false
60,false
66,false
58,false
58,false
59,false
59,false
60,false
56,false
56,false
55,false
53,false
55,false
55,false
56,false
53,false
56,false
55,false
49,false
53,false
51,false
53,false
50,false
53,false
51,false
53,false
50,false
48,false
50,false
50,false
52,false
51,false
49,false
53,false
56,false
51,false
48,false
52,false
49,false
50,false
51,false
53,false
52,false
50,false
51,false
51,false
51,false
52,false
54,false
56,false
70,true
72,false
60,false
60,false
58,false
58,true
57,false
58,false
59,false
56,false
57,false
58,false
56,false
55,false
54,false
56,false
50,false
49,false
52,false
47,false
49,false
53,false
54,false
52,false
51,false
48,false
49,false
48,false
50,false
58,false
59,false
57,false
56,false
51,false
50,false
50,false
52,false
49,false
49,false
50,false
54,false
57,false
57,false
53,false
57,false
55,false
48,false
48,false
53,false
53,false
51,false
50,false
51,false
54,false
56,false
55,false
55,false
55,false
51,false
53,false
52,false
53,false
54,false
50,false
52,false
53,false
55,false
55,false
54,false
52,false
54,false
52,false
53,false
48,false
53,false
51,false
57,false
56,false
54,false
54,false
56,false
51,false
54,false
50,false
54,false
52,false
54,false
55,false
52,false
54,false
54,false
52,false
54,false
54,false
57,true
54,false
53,false
55,false
56,false
58,false
61,false
69,false
65,false
59,false
58,false
57,false
58,false
60,false
58,false
57,false
58,false
58,false
56,false
57,false
57,false
58,false
56,false
57,false
55,false
56,false
54,false
55,false
55,false
54,false
53,false
54,false
55,false
55,false
55,false
56,false
54,false
56,false
53,false
54,false
54,false
58,false
64,false
63,false
51,false
58,false
58,false
56,false
58,false
58,false
57,false
56,false
58,false
57,false
56,false
55,false
58,false
55,false
56,false
57,false
56,false
55,false
55,false
55,false
57,false
56,false
57,false
56,false
56,false
55,false
56,false
58,false
58,false
57,false
57,false
54,false
56,false
57,false
55,false
55,false
58,false
56,false
55,false
57,false
56,false
56,false
55,false
56,false
57,false
56,false
55,false
57,false
57,false
57,false
59,false
56,false
56,false
55,false
56,false
57,false
57,false
54,false
54,false
55,false
57,false
57,false
55,false
57,true
53,false
55,false
58,false
57,false
56,false
56,false
56,false
55,false
57,false
56,false
57,false
56,false
56,false
55,false
57,false
56,false
57,false
55,false
57,false
57,false
56,false
54,false
57,false
58,false
56,false
56,false
55,false
57,false
57,false
55,false
57,false
58,false
60,false
60,false
58,false
55,false
59,false
58,false
57,false
58,false
57,false
58,false
56,false
57,false
58,false
59,false
55,false
60,true
55,false
57,false
56,false
57,false
55,false
57,false
57,false
56,false
54,false
57,false
57,false
55,false
55,false
57,false
58,false
58,false
56,false
56,false
57,false
56,false
56,false
58,false
56,false
57,false
58,false
57,false
57,false
55,false
57,false
57,false
57,false
57,false
62,false
64,false
60,true
55,true
55,false
61,false
59,false
59,false
59,false
60,false
60,false
59,false
60,false
62,false
57,false
59,false
58,false
58,false
59,false
57,false
58,false
53,false
56,false
55,false
54,false
56,false
58,false
55,false
55,false
55,false
58,false
56,false
56,false
56,false
56,false
56,false
56,false
55,false
55,false
56,false
57,false
55,false
55,false
58,false
57,false
57,false
58,false
57,false
57,false
56,false
55,false
58,false
57,false
55,false
57,false
61,false
68,false
54,false
59,false
61,false
70,false
64,false
52,false
57,false
57,false
57,false
60,false
57,false
55,false
58,false
58,false
56,false
55,false
59,false
57,false
57,false
58,false
60,false
59,false
59,false
55,false
57,false
58,false
56,false
56,false
56,false
56,false
57,false
55,false
57,false
56,false
56,false
58,false
55,false
55,false
58,false
59,false
58,false
57,false
57,false
58,false
56,false
57,false
58,false
58,false
60,false
58,false
56,false
56,false
57,false
56,false
57,false
55,false
57,false
56,false
58,false
58,false
57,false
57,false
58,false
58,false
56,false
58,false
57,false
55,false
55,false
55,false
55,false
56,false
57,false
55,false
57,false
55,false
56,false
58,false
58,false
57,false
58,false
57,false
56,false
56,false
55,false
58,false
55,false
54,false
54,false
55,false
53,false
57,false
57,false
57,false
63,false
66,false
54,false
59,false
59,false
61,false
60,false
58,false
59,false
60,false
59,false
58,false
58,false
58,false
58,false
58,false
59,false
59,false
60,false
58,false
58,false
57,false
52,false
60,false
64,false
66,false
63,false
64,false
73,false
66,false
60,false
60,false
59,false
64,false
57,false
57,false
56,false
57,false
59,false
57,false
55,false
56,false
56,false
58,false
56,false
56,false
54,false
55,false
54,false
57,false
56,false
56,false
57,false
59,false
56,false
51,false
53,false
57,false
54,false
56,false
55,false
55,false
55,false
55,false
56,false
56,false
56,false
54,false
54,false
52,false
52,false
56,false
53,false
52,false
54,false
55,false
53,false
49,false
49,false
47,false
65,true
56,false
57,false
52,false
55,true
55,false
54,false
54,false
55,false
51,false
53,false
51,false
53,false
51,false
54,false
53,false
53,false
52,false
47,false
53,false
53,false
53,false
52,false
54,false
53,false
49,false
50,false
54,false
50,false
53,false
52,false
56,false
56,false
52,false
50,false
57,false
62,false
55,false
55,false
49,false
50,false
54,false
49,false
51,false
51,false
53,false
56,false
55,false
51,false
50,false
50,false
51,false
47,false
55,false
55,false
54,false
50,false
47,false
48,false
49,false
47,false
50,false
56,false
56,false
60,false
64,false
53,true
55,false
56,false
54,false
52,false
53,true
52,false
51,false
53,false
50,false
45,false
47,false
54,false
52,false
53,false
48,false
47,false
47,false
51,false
52,false
56,false
62,false
62,false
61,false
57,false
56,false
59,false
59,false
57,false
65,false
63,false
62,false
64,false
70,false
66,false
57,false
58,false
58,false
60,false
58,false
59,false
56,false
58,false
59,false
57,false
55,false
56,false
57,false
55,false
55,false
56,false
54,false
57,false
56,false
52,false
56,false
58,false
54,false
54,false
55,false
57,false
53,false
55,false
54,true
56,false
54,false
56,false
54,false
52,false
57,false
55,false
49,false
57,false
54,false
54,false
54,false
55,false
55,false
56,false
54,false
55,false
56,false
58,false
56,false
57,false
54,false
55,false
59,false
65,false
61,false
54,false
56,false
54,false
60,false
58,false
58,false
56,false
54,false
58,false
58,false
58,false
57,false
60,false
56,false
53,false
57,false
56,false
56,false
55,false
54,false
56,false
59,false
56,false
55,false
49,false
55,false
53,false
58,false
59,false
58,false
60,false
60,false
59,false
55,false
57,false
55,true
55,false
56,false
56,false
57,false
56,false
55,false
56,false
57,false
55,false
57,false
57,false
57,false
56,false
52,false
57,false
55,false
56,false
55,false
54,false
55,false
55,false
56,false
56,false
57,false
54,false
52,false
55,false
56,false
56,false
55,false
55,false
50,false
54,false
57,true
57,false
55,false
58,false
57,false
50,false
54,false
54,false
51,false
56,false
56,false
55,false
54,false
54,false
57,false
54,false
56,false
56,false
54,false
55,false
54,false
56,false
54,false
55,false
55,false
56,false
57,false
55,false
54,false
55,false
56,false
57,false
57,false
56,false
57,false
56,false
59,false
58,false
58,false
57,false
56,false
56,false
55,false
56,false
54,false
55,false
55,false
58,false
55,false
56,false
53,false
56,false
52,false
53,false
56,false
55,false
55,false
56,false
58,false
57,false
54,false
57,false
55,false
54,false
56,false
56,false
56,false
56,false
55,false
51,false
50,false
55,false
57,false
55,false
54,false
53,false
54,false
50,false
56,false
56,false
56,false
55,false
53,false
56,false
56,false
56,false
57,false
62,false
65,false
66,false
59,false
62,false
65,false
62,false
60,false
67,false
61,false
57,false
57,false
59,false
57,false
57,false
55,false
61,false
55,false
56,false
56,false
56,false
56,false
56,false
53,false
56,false
55,false
59,false
59,false
51,true
51,false
51,false
53,false
54,false
50,false
51,false
51,true
49,false
50,false
51,false
54,false
54,false
51,false
52,false
48,false
49,false
55,false
52,false
54,false
54,false
48,false
52,false
52,false
55,false
53,false
51,false
50,false
52,false
52,false
48,false
49,false
53,false
49,false
56,false
57,false
64,false
69,false
73,false
69,false
66,false
62,false
63,false
58,false
62,false
57,false
62,false
57,false
68,false
66,false
64,false
67,false
60,false
57,false
64,true
61,true
59,false
62,false
64,false
72,false
73,false
77,false
76,false
69,false
71,false
67,false
65,false
63,false
62,false
66,false
73,false
70,false
69,false
67,false
71,false
70,false
71,false
72,false
78,false
73,false
75,false
69,false
60,false
71,false
75,false
72,false
65,false
69,false
70,false
69,false
68,false
68,false
71,false
67,false
72,false
71,false
70,false
70,false
72,false
75,false
77,false
75,false
74,false
79,false
76,false
75,false
77,false
75,false
73,false
71,false
73,false
74,false
75,false
74,false
74,false
78,false
77,false
75,false
73,false
70,false
69,false
75,false
70,false
70,false
67,false
72,false
69,false
71,false
73,false
74,false
74,false
71,false
68,false
69,false
66,false
66,false
65,false
66,false
68,false
67,false
64,false
66,false
63,false
66,false
66,false
65,false
69,false
71,false
67,false
64,false
64,false
64,false
66,false
66,false
67,false
69,false
69,false
70,false
66,false
68,false
64,false
68,false
67,false
64,false
66,false
62,false
68,false
64,false
63,false
63,false
64,false
63,false
63,false
62,false
64,false
62,false
65,false
70,false
70,false
69,false
70,false
71,false
71,false
72,false
69,false
71,false
75,false
80,false
79,false
79,false
75,false
76,false
74,false
75,false
76,false
75,false
74,false
76,false
78,false
71,false
70,false
70,false
74,false
75,false
73,false
80,false
77,false
77,false
80,false
75,false
72,false
74,false
70,false
71,false
72,false
76,false
75,false
76,false
77,false
81,false
77,false
77,false
75,false
77,false
71,false
69,false
69,false
69,false
66,false
72,false
73,false
71,false
70,false
69,false
70,false
70,false
70,false
78,false
88,false
82,false
83,false
80,false
82,false
83,false
84,false
84,false
83,false
79,false
78,false
79,false
89,false
90,false
87,false
89,false
79,false
84,false
94,false
87,false
91,false
90,false
90,false
90,false
87,false
87,false
92,false
90,false
89,false
82,false
77,false
77,false
84,false
82,false
73,false
77,false
76,false
74,false
75,false
76,false
71,false
73,false
75,false
77,false
74,false
73,false
72,false
73,false
72,false
74,false
74,false
73,false
72,false
75,false
74,false
75,false
76,false
74,false
74,false
75,false
72,false
76,false
73,false
73,false
74,false
70,false
75,false
73,false
74,false
75,false
71,false
71,false
74,false
70,false
75,false
70,false
67,false
66,false
65,false
69,false
73,false
74,false
71,false
69,false
74,false
74,false
74,false
73,false
75,false
75,false
78,false
75,false
74,false
74,false
74,false
75,false
75,false
75,false
71,false
75,false
70,false
73,false
68,false
68,false
67,false
69,false
70,false
70,false
73,false
76,false
73,false
78,false
77,false
78,false
77,false
77,false
77,false
75,false
72,false
71,false
68,false
66,false
66,false
67,false
70,false
73,false
72,false
74,false
73,false
74,false
75,false
78,false
80,false
78,false
81,false
79,false
78,false
77,false
77,false
77,true
76,false
74,false
78,false
78,false
79,false
79,false
80,false
80,false
81,false
79,false
79,false
78,false
80,false
80,false
76,false
79,false
81,false
81,false
82,false
81,false
80,false
79,false
87,false
85,false
80,false
74,false
75,false
81,false
85,false
86,false
83,false
84,false
82,false
82,false
79,false
74,false
73,false
76,false
71,false
70,false
71,false
77,false
82,false
83,false
81,false
83,false
83,false
80,false
81,false
81,false
77,false
78,false
80,true
82,false
84,false
82,false
78,false
80,false
81,false
78,false
81,false
84,false
83,false
82,false
80,false
82,false
79,false
78,false
76,false
73,false
74,false
75,false
76,false
72,false
78,false
77,false
76,false
81,false
81,false
77,false
77,false
73,false
71,false
72,false
74,false
72,false
75,false
77,false
73,false
76,false
76,false
79,false
75,false
79,false
81,false
80,false
79,false
77,false
78,false
75,false
73,false
73,false
74,false
77,false
77,false
76,false
79,false
78,false
74,false
75,false
76,false
76,false
75,false
75,false
72,false
75,false
71,false
70,false
70,false
74,false
73,false
73,false
70,false
75,false
74,false
73,false
73,false
73,false
71,false
71,false
73,false
72,false
73,false
73,false
77,false
72,false
77,false
81,false
79,false
80,false
81,false
77,false
77,false
77,false
77,false
78,false
80,false
74,false
76,false
74,false
74,false
74,false
73,false
74,false
75,false
77,false
76,false
74,false
76,false
73,false
74,false
73,false
76,false
74,false
74,false
71,false
69,false
70,false
70,false
69,false
70,false
72,false
69,false
75,false
75,false
78,false
80,false
72,false
73,false
71,false
74,false
71,false
73,false
78,false
82,false
83,false
83,false
80,false
83,false
81,false
76,false
79,false
77,false
79,false
77,false
75,false
77,false
74,false
79,false
77,false
78,false
77,false
73,false
75,false
78,false
76,false
73,false
70,false
69,false
71,false
72,false
71,false
70,false
71,false
75,false
79,false
74,false
76,false
77,false
79,false
80,false
81,false
73,false
77,false
76,false
76,false
85,false
85,false
81,false
84,false
83,false
81,false
80,false
73,false
76,false
74,false
80,false
83,false
82,false
83,false
82,false
81,false
81,false
81,false
82,false
82,false
85,false
85,false
82,false
81,false
79,false
78,false
77,false
77,false
74,false
73,false
70,false
77,false
80,false
82,false
79,false
80,false
80,false
80,false
80,false
78,false
83,true
86,false
89,false
87,true
85,true
85,false
85,false
87,false
86,false
86,false
84,false
83,false
85,false
85,false
87,true
89,false
87,false
87,false
90,false
85,false
86,false
84,false
81,false
81,false
81,false
82,false
79,false
77,false
77,false
83,false
77,false
79,true
79,false
77,false
75,false
75,false
78,false
80,false
81,false
79,false
81,false
82,false
82,false
81,false
81,true
81,false
83,false
84,false
86,false
85,false
86,false
82,false
78,false
78,false
80,false
82,false
74,false
83,false
82,false
82,false
80,false
87,false
86,false
81,false
85,false
84,false
83,false
81,false
82,false
85,false
85,false
83,false
76,false
82,false
79,false
83,false
82,false
83,false
80,false
81,false
79,false
81,false
81,false
78,false
81,false
81,false
78,false
78,false
82,false
84,false
80,false
85,false
84,false
82,false
81,false
83,false
85,false
86,false
88,false
91,false
88,false
89,false
88,false
92,false
92,true
91,false
90,false
86,false
85,false
87,false
86,false
86,false
84,false
86,false
81,false
83,false
81,false
78,false
78,false
76,false
78,false
78,false
78,false
77,false
77,false
80,false
77,false
77,false
80,false
79,false
80,false
79,false
78,false
78,false
79,false
84,false
83,false
80,false
79,false
78,false
78,false
79,false
79,false
81,false
82,false
79,false
81,false
81,false
79,false
79,false
79,false
81,false
79,false
78,false
80,false
77,false
75,false
79,false
79,false
77,false
79,false
77,false
77,false
81,false
77,false
80,false
81,false
80,true
78,false
78,false
75,false
76,false
76,false
79,false
77,false
80,false
79,false
81,false
81,false
79,false
81,false
83,false
81,false
81,false
78,false
82,false
85,false
86,false
81,false
78,false
79,false
78,false
81,false
83,false
81,false
81,false
83,false
87,false
85,false
81,false
86,false
86,false
87,false
87,false
86,false
86,false
87,false
88,false
83,false
87,false
83,false
79,false
82,false
83,false
82,false
82,false
84,false
84,false
83,false
86,false
90,false
91,false
90,false
89,false
83,false
86,false
86,false
86,false
84,false
81,false
80,false
78,false
77,false
80,false
81,false
77,false
78,false
79,false
75,false
79,false
79,false
79,false
78,false
80,false
75,false
79,false
79,false
76,false
78,false
78,false
78,false
79,false
80,false
80,false
76,false
75,false
77,false
76,false
75,false
79,false
79,false
78,false
75,false
78,false
79,false
79,false
81,false
77,false
78,false
80,false
78,false
79,false
80,false
78,false
77,false
79,false
78,false
77,false
77,false
78,false
77,false
77,false
76,false
75,false
73,false
73,false
75,false
69,false
73,false
74,false
72,false
75,false
75,false
75,false
76,false
76,false
78,false
73,false
75,false
74,false
71,false
76,false
75,false
76,false
76,false
76,false
75,false
75,false
75,false
71,false
72,false
73,false
74,false
76,false
77,false
80,false
81,false
79,false
83,false
83,false
77,false
77,false
71,false
72,false
68,false
71,false
70,false
71,false
69,false
71,false
69,false
69,false
71,false
70,false
74,true
71,false
68,false
66,false
67,false
71,false
74,false
74,false
74,false
76,false
75,false
77,false
78,false
81,false
80,false
79,false
80,false
78,false
77,false
76,false
77,false
79,false
79,false
80,false
81,false
80,false
80,false
81,false
82,false
80,false
80,false
80,false
81,false
82,false
82,false
81,false
82,false
80,false
80,false
81,false
81,false
81,false
78,false
79,false
81,false
81,false
79,false
80,false
79,false
77,false
81,false
78,false
84,false
82,false
80,false
82,false
80,false
80,false
80,false
82,false
82,false
82,false
82,false
80,false
79,false
80,false
81,false
80,false
81,false
81,false
80,false
78,false
81,false
78,true
78,false
75,false
72,false
76,false
78,false
80,false
80,false
82,false
85,false
84,false
83,false
87,false
88,false
85,false
83,false
82,false
82,false
79,false
78,false
75,false
74,false
71,false
69,false
69,false
67,false
68,false
65,false
67,false
67,false
68,false
70,false
74,false
75,false
74,false
73,false
76,false
75,false
73,false
78,false
80,false
82,false
84,false
83,false
84,false
84,false
78,false
85,false
87,false
83,false
82,false
85,false
89,false
89,false
88,false
86,false
82,false
85,false
84,false
82,false
83,false
84,false
85,false
79,false
81,false
80,false
75,false
82,false
84,false
83,false
84,false
78,false
79,false
81,false
76,false
77,false
76,false
73,false
69,false
73,false
75,false
72,false
70,true
70,false
76,false
72,false
69,false
72,false
76,false
76,false
77,false
77,false
80,false
79,false
77,false
76,false
74,false
72,false
69,false
71,false
71,false
75,false
75,false
74,false
74,false
77,false
79,false
78,false
75,false
77,false
73,false
74,false
75,false
78,false
77,false
77,false
75,false
74,false
76,false
75,false
74,false
76,false
75,false
79,false
82,false
78,false
78,false
77,false
78,false
78,false
78,false
80,false
75,false
77,false
76,false
77,false
82,false
83,false
84,false
87,false
85,false
85,false
86,false
87,false
87,false
89,false
87,false
85,false
84,false
88,false
87,false
85,false
86,false
86,false
87,false
85,false
87,false
89,false
89,false
90,false
88,false
88,false
87,false
85,false
86,false
89,false
86,false
87,false
77,false
84,false
86,false
84,false
84,false
81,false
84,false
83,false
82,false
81,false
78,false
80,true
82,false
84,false
84,false
84,false
84,false
86,false
85,false
85,false
85,false
87,false
87,false
84,false
83,false
85,false
88,false
85,false
85,false
82,false
81,false
82,false
83,false
89,false
89,false
89,false
87,false
88,false
89,false
87,false
88,false
89,false
87,false
85,false
86,false
86,false
87,false
84,false
81,false
80,false
87,false
83,false
82,false
81,false
85,false
83,false
80,false
76,false
83,false
84,false
84,false
86,false
84,false
85,false
83,false
78,false
79,false
81,false
84,false
92,false
92,false
89,false
88,false
92,false
87,false
82,false
82,false
79,true
77,false
76,false
78,false
76,false
76,false
76,false
77,false
72,false
72,false
72,true
71,false
72,false
75,false
75,false
75,false
76,false
77,false
78,false
77,false
81,false
80,false
78,false
77,false
75,false
78,false
79,false
77,false
76,false
77,false
77,false
78,false
79,false
78,false
79,false
79,false
77,false
77,false
79,false
80,false
76,false
78,false
76,false
75,false
77,false
76,false
76,false
78,false
75,false
73,false
76,false
74,false
75,false
75,false
73,false
75,false
76,false
74,false
76,false
76,false
77,false
78,false
78,false
77,false
76,false
75,false
76,false
76,false
77,false
77,false
77,false
76,false
76,false
80,false
79,false
74,false
78,false
69,false
72,false
75,false
72,false
68,false
69,false
70,false
70,false
71,false
74,false
74,false
72,false
78,false
72,false
71,false
68,false
70,false
70,false
70,false
73,false
71,false
71,false
75,false
79,false
74,false
73,false
71,false
74,false
77,false
81,false
73,false
71,false
70,false
66,true
67,false
65,false
65,false
68,false
75,false
70,false
70,false
71,false
69,false
73,false
73,false
65,false
63,true
65,false
65,false
64,false
68,false
66,false
65,false
71,false
66,false
68,false
68,false
68,false
75,false
82,false
81,false
79,false
76,false
77,false
72,false
70,false
71,false
78,false
80,false
79,false
79,false
81,false
81,false
-2147483648,false
-2147483648,false
-2147483648,false
-2147483648,false
-2147483648,false
-2147483648,false
